title	author	rating	num_ratings	description	url
Anxious People	Backman, Fredrik, 1981-	4.05	1643	Looking at real estate isn’t usually a life-or-death situation, but an apartment open house becomes just that when a failed bank robber bursts in and takes a group of strangers hostage. The captives include a recently retired couple who relentlessly hunt down fixer-uppers to avoid the painful truth that they can’t fix their own marriage. There’s a wealthy bank director who has been too busy to care about anyone else and a young couple who are about to have their first child but can’t seem to agree on anything. Add to the mix an eighty-seven-year-old woman who has lived long enough not to be afraid of someone waving a gun in her face, a flustered but still-ready-to-make-a-deal real estate agent, and a mystery man who has locked himself in the apartment’s only bathroom, and you’ve got the worst group of hostages in the world. Each of them carries a lifetime of grievances, hurts, secrets, and passions that are ready to boil over. None of them is entirely who they appear to be. And all of them—the bank robber included—desperately crave some sort of rescue. As the authorities and the media surround the premises, these reluctant allies will reveal surprising truths about themselves and set in motion a chain of events so unexpected that even they can hardly explain what happens next.	https://durhamcounty.bibliocommons.com/item/show/862066169
One True Loves	Reid, Taylor Jenkins	4.05	504	Emma and Jesse, high school sweethearts, marry and build a life for themselves, far away from the expectations of their parents in Massachusetts. They travel the world, live life to the fullest, and seize every opportunity for adventure. On their first anniversary, Jesse is on a helicopter when it goes missing over the Pacific ocean. Just like that, he is gone forever. Emma quits her job and moves back to Massachusetts in an effort to put her life back together. Years later, Emma meets Sam, an old friend, and finds herself falling in love again. They get engaged, and Emma feels like she has a second chance at happiness. Then, Jesse is found, alive. With a husband and a fiancé, Emma must decide who she is and what she wants. She knows she must listen to her heart, although she's not sure what it is saying.	https://durhamcounty.bibliocommons.com/item/show/716132169
Never Never	Hoover, Colleen	3.8	108	"Charlie Wynwood and Silas Nash have been best friends since they could walk. They've been in love since the age of fourteen. But as of this morning...they are complete strangers. Their first kiss, their first fight, the moment they fell in love...every memory has vanished. Now Charlie and Silas must work together to uncover the truth about what happened to them and why"--	https://durhamcounty.bibliocommons.com/item/show/923640169
Just the Nicest Couple	Kubica, Mary,	3.65	27	When her husband Jack vanishes without a trace, Nina Hayes will stop at nothing to uncover the truth, which, unbeknownst to her, is inextricably linked to their close friends, who may have been the last to see Jake before he went missing.	https://durhamcounty.bibliocommons.com/item/show/921658169
3 Days to Live	Patterson, James, 1947-	0.0	0	Three stories of suspense, including "3 Days to Live," in which a CIA-agent bride is on her European honeymoon when she and her husband are poisoned--leaving her seventy-two hours to take revenge.	https://durhamcounty.bibliocommons.com/item/show/922838169
How to Stand Up to a Dictator	Ressa, Maria	4.5	5	From the recipient of the 2021 Nobel Peace Prize, an impassioned and inspiring memoir of a career spent holding power to account.
Maria Ressa is one of the most renowned international journalists of our time. For decades, she challenged corruption and malfeasance in her native country, the Philippines, on its rocky path from an authoritarian state to a democracy. As a reporter from CNN, she transformed news coverage in her region, which led her in 2012 to create a new and innovative online news organization, Rappler. Harnessing the emerging power of social media, Rappler crowdsourced breaking news, found pivotal sources and tips, harnessed collective action for climate change, and helped increase voter knowledge and participation in elections. Democracy is fragile. How to Stand Up to a Dictator is an urgent cry for Western readers to recognize and understand the dangers to our freedoms before it is too late. It is a book for anyone who might take democracy for granted, written by someone who never would. And in telling her dramatic and turbulent and courageous story, Ressa forces readers to ask themselves the same question she and her colleagues ask every day: What are you willing to sacrifice for the truth?	https://durhamcounty.bibliocommons.com/item/show/913937169
Reminders of Him	Hoover, Colleen	4.15	3	After serving five years in prison for a tragic mistake, Kenna Rowan returns to the town where it all went wrong, hoping to reunite with her four-year-old daughter. But the bridges Kenna burned are proving impossible to rebuild. Everyone in her daughter's life is determined to shut Kenna out, no matter how hard she works to prove herself. The only person who hasn't closed the door on her completely is Ledger Ward, a local bar owner and one of the few remaining links to Kenna's daughter. But if anyone were to discover how Ledger is slowly becoming an important part of Kenna's life, both would risk losing the trust of everyone important to them. The two form a connection despite the pressure surrounding them, but as their romance grows, so does the risk. Kenna must find a way to absolve the mistakes of her past in order to build a future out of hope and healing.	https://durhamcounty.bibliocommons.com/item/show/897152169
We All Want Impossible Things	Newman, Catherine, 1968-	0.0	0	As Edith, her best friend of forty-two years who is dying of ovarian cancer, spends her last days at a hospice near her, Ashley, stumbling around into heartbreak, helps Edith celebrate her life as they reminisce, hold on, and try to let go.	https://durhamcounty.bibliocommons.com/item/show/913244169
The Latecomer	Korelitz, Jean Hanff, 1961-	2.0	2	From the New York Times bestselling author of The Plot (a Tonight Show Summer Read pick) and You Should Have Known, adapted as HBO's The Undoing, Jean Hanff Korelitz's The Latecomer is the story of three siblings, desperate to escape one another, and the upending of their family by the late arrival of a fourth. The Oppenheimer triplets have been reared with every advantage: wealth, education, and the determined attention of at least one of their parents. But neither Harrison (the smart one), Lewyn (the weird one) nor Sally (the girl) suspects the devastating event that first set their family in motion, or understands how fully it has already formed them. Now, on the verge of their departure for college and desperate to escape one another at last, the triplets are forced to contend with an unexpected complication: a fourth Oppenheimer sibling, formerly a leftover embryo from their own long ago in vitro genesis, has just been born. What has possessed their parents to make such an unfathomable decision? How can the triplets begin to imagine the impact this unwanted latecomer will have on their lives, and the ways she will work to bring them home? The Latecomer is a tender and witty family story from an accomplished author, known for the depth of her character studies and her love of a plot twist.	https://durhamcounty.bibliocommons.com/item/show/903451169
Financial Feminist	Dunlap, Tori	4.65	8	"In Financial Feminist, Tori Dunlap distills the principles of her shame- and judgment-free approach to paying off debt, figuring out your value categories to spend mindfully, saving money without monk-like deprivation, and investing in order to spend your retirement tanning in Tulum. Featuring journaling prompts, deep-dives into the invisible aspects of the financial landscape, and interviews with experts on everything money--from predatory credit card companies to the racial wealth gap and voting with your dollars--Financial Feminist is the ultimate guide to making your money work harder for you (rather than the other way around)"--	https://durhamcounty.bibliocommons.com/item/show/914043169
The Escape Artist	Freedland, Jonathan, 1967-	4.2	9	"In April 1944, Rudolf Vrba became the first Jew to break out of Auschwitz--one of only four who ever pulled off that near-impossible feat. He did it to reveal the truth of the death camp to the world--and to warn the last Jews of Europe what fate awaited them at the end of the railway line. Against all odds, he and his fellow escapee, Fred Wetzler, climbed mountains, crossed rivers and narrowly missed German bullets until they had smuggled out the first full account of Auschwitz the world had ever seen--a forensically detailed report that would eventually reach Franklin Roosevelt, Winston Churchill and the Pope. And yet too few heeded the warning that Vrba--then just nineteen years old--had risked everything to deliver. Some could not believe it. Others thought it easier to keep quiet. Vrba helped save 200,000 Jewish lives--but he never stopped believing it could have been so many more. This is the story of a brilliant yet troubled man--a gifted "escape artist" who even as a teenager understand that the difference between truth and lies can be the difference between life and death, a man who deserves to take his place alongside Anne Frank, Oskar Schindler and Primo Levi as one of the handful of individuals whose stories define our understanding of the Holocaust"--	https://durhamcounty.bibliocommons.com/item/show/910777169
Small Things Like These	Keegan, Claire	0.0	0	It is 1985 in a small Irish town. During the weeks leading up to Christmas, Bill Furlong, a coal merchant and family man faces into his busiest season. Early one morning, while delivering an order to the local convent, Bill makes a discovery which forces him to confront both his past and the complicit silences of a town controlled by the church. Already a bestseller in France and certain to be read worldwide for generations to come, Small Things Like These is a deeply affecting story of hope, quiet heroism, and empathy from one of our most critically lauded and iconic writers.	https://durhamcounty.bibliocommons.com/item/show/894837169
The Nazi Conspiracy	Meltzer, Brad	0.0	0	"From the New York Times bestselling authors of The First Conspiracy and The Lincoln Conspiracy, The Nazi Conspiracy tells the little-known true story of a Nazi plot to kill FDR, Joseph Stalin, and Winston Churchill at the height of the second World War. In 1943, as the war against Nazi Germany raged abroad, President Franklin Roosevelt wanted one thing: a face-to-face meeting with his allies Joseph Stalin and Winston Churchill. This meeting of the Big Three in Tehran, Iran, would decide some of the most crucial strategic details of the war. Yet when the Nazis found out about the meeting, their own secret plan took shape-an assassination plot that would've changed history. A true story filled with daring rescues, body doubles, and political intrigue, The Nazi Conspiracy details FDR's pivotal meeting in Tehran, and the deadly Nazi plot against the heads of state of the three major Allied powers who attended it. With all the hallmarks of a Brad Meltzer and Josh Mensch page-turner, The Nazi Conspiracy examines the great political minds of the 20th century, exploring the early years of the war in gripping detail. This meeting of The Big Three changed the course of World War II. Here's the inside story of how it all almost went terribly wrong"--	https://durhamcounty.bibliocommons.com/item/show/921832169
The Golden Spoon	Maxwell, Jessa,	2.0	1	"When production for the tenth season of the hit cooking competition Bake Week begins at the gothic estate of the show's host and founder, celebrity chef Betsy Martin, everything seems normal. The six contestants are eager to prove their culinary talents over the course of five days, while Betsy struggles for control of the show with her new co-host, the brash and unpredictable Archie Morris. But as the baking competition gets under way, things begin to go awry. At first it's merely sabotage-sugar replaced with salt, a burner turned to high-but then someone shows up dead and suddenly everyone's a suspect"--	https://durhamcounty.bibliocommons.com/item/show/923967169
My Last Innocent Year	Alpert Florin, Daisy,	0.0	0	"It's 1998 and Isabel Rosen, the only daughter of a Lower East Side appetizing store owner, has one semester left at Wilder College, a prestigious school in New Hampshire. Desperate to shed her working-class roots and still mourning the death of her mother four years earlier, Isabel has always felt like an outsider at Wilder but now, in her final semester, she believes she has found her place-until a nonconsensual sexual encounter with one of the only other Jewish students on campus leaves her reeling. Enter R. H. Connelly, a once-famous poet and Isabel's writing professor, a man with secrets of his own. Connelly makes Isabel feel seen, beautiful, talented: the woman she longs to become. His belief in her ignites a belief in herself, and the two begin an affair that shakes the foundation of who Isabel thinks she is, for better and worse. As the lives of the adults around her slowly come apart, Isabel discovers that the line between youth and adulthood is less defined than she thought. A coming-of-age story set against the backdrop of the Clinton/Lewinsky scandal, Daisy Alpert Florin's My Last Innocent Year is a timely and wise portrait of a young woman learning to trust her voice and move toward independence while recognizing the beauty and grit of where she came from"--	https://durhamcounty.bibliocommons.com/item/show/925902169
The Revolutionary	Schiff, Stacy	0.0	0	"Thomas Jefferson asserted that if there was any leader of the Revolution, "Samuel Adams was the man." With high-minded ideals and bare-knuckle tactics, Adams led what could be called the greatest campaign of civil resistance in American history. Stacy Schiff returns Adams to his seat of glory, introducing us to the shrewd and eloquent man who supplied the moral backbone of the American Revolution. He employed every tool available to rally a town, a colony, and eventually a band of colonies behind him, creating the cause that created a country. For his efforts he became the most wanted man in America: When Paul Revere rode to Lexington in 1775, it was to warn Samuel Adams that he was about to be arrested for treason. In The Revolutionary: Samuel Adams, Schiff brings her masterful skills to Adams's improbable life, illuminating his transformation from aimless son of a well-off family to tireless, beguiling radical who mobilized the colonies"--	https://durhamcounty.bibliocommons.com/item/show/910633169
The Philosophy of Modern Song	Dylan, Bob, 1941-	3.65	38	In his first book of new writing since winning the Nobel Prize for Literature in 2016, Bob Dylan offers his extraordinary insight into the nature of popular music through a series of essays that double as meditations and reflections on the human condition.	https://durhamcounty.bibliocommons.com/item/show/912725169
Friends, Lovers, and the Big Terrible Thing	Perry, Matthew, 1969-	3.6	46	The beloved star of Friends takes us behind the scenes of the hit sitcom and his struggles with addiction in this candid, funny, and revelatory memoir that delivers a powerful message of hope and persistence In an extraordinary story that only he could tell, Matthew Perry takes readers onto the soundstage of the most successful sitcom of all time while opening up about his private struggles with addiction. Candid, self-aware, and told with his trademark humor, Perry vividly details his lifelong battle with the disease and what fueled it despite seemingly having it all. Friends, Lovers, and the Big Terrible Thing is an unforgettable memoir that shares the most intimate details of the love Perry lost, his darkest days, and his greatest friends. Unflinchingly honest, moving, and hilarious: this is the book fans have been waiting for.	https://durhamcounty.bibliocommons.com/item/show/914758169
The It Girl	Ware, Ruth	3.8	583	April Clarke-Cliveden was the first person Hannah Jones met at Oxford. Vivacious, bright, occasionally vicious, and the ultimate It girl, she quickly pulled Hannah into her dazzling orbit. Together, they cultivated a group of devoted and inseparable friends--Will, Hugh, Ryan, and Emily--during their first term. By the end of the year, April was dead. Now, a decade later, Hannah and Will are expecting their first child, and the man convicted of killing April, former Oxford porter John Neville, has died in prison. Hannah is relieved to have finally put the past behind her, but her world is rocked when a young journalist comes knocking and presents new evidence that Neville may have been innocent. As Hannah reconnects with old friends and delves deeper into the mystery of April's death, she realizes that the friends she thought she knew all have something to hide... including a murder.	https://durhamcounty.bibliocommons.com/item/show/910577169
The Appeal	Hallett, Janice	3.75	100	"Welcome to Lockwood, proud home of The Fairway Players, who, under the creative control of Martin Hayward, the owner of the local country club, are putting on a production of Arthur Miller's "All My Sons." The star, as always: Martin's wife, Helen, the only person in the troupe with any real acting talent. But this is not a production like any other: just as rehearsals get under way, tragedy strikes: Poppy Reswick, Martin and Helen's beloved granddaughter, is diagnosed with a rare form of cancer. An experimental treatment is available from the US - at a massive cost. The Players and the entire town rally in order to raise the 250,000 pounds needed to give Poppy a chance at survival. Not everybody is convinced that the experimental treatment is all it's cracked up to be, however. First among the doubters is Sam Greenwood, who has only recently moved to Lockwood with her husband, Kel, after spending several years as an NGO worker in Sub-Saharan Africa. Are her suspicions justified? Or does she merely have an axe to grind with the doctor who's looking after Poppy? The tension within the community is palpable, and on the night of the Players' dress rehearsal, things come to a head. The next day, a dead body is found, and soon afterwards, an arrest is made. In the run-up to the trial, two law students find themselves sifting through the evidence in the form of e-mails, texts, and letters, trying to make sense of it all and unmask the real killer"--	https://durhamcounty.bibliocommons.com/item/show/899425169
Cloud Cuckoo Land	Doerr, Anthony, 1973-	4.2	999	"From the Pulitzer Prize-winning author of perhaps the most bestselling and beloved literary fiction of our time comes a triumph of imagination and compassion, a soaring novel about children on the cusp of adulthood in a broken world, who find resilience, hope, and story. The heroes of Cloud Cuckoo Land are children trying to figure out the world around them, and to survive. In the besieged city of Constantinople in 1453, in a public library in Lakeport, Idaho, today, and on a spaceship bound for a distant exoplanet decades from now, an ancient text provides solace and the most profound human connection to characters in peril. They all learn the story of Aethon, who longs to be turned into a bird so that he can fly to the paradise of Cloud Cuckoo Land, a better world. Twelve-year-old Anna lives in a convent where women toil all day embroidering the robes of priests. She learns to read from an old Greek tutor she encounters on her errands in the city. In an abandoned priory, she finds a stash of old books. One is Aethon's story, which she reads to her sister as the walls of Constantinople are bombarded by armies of Saracens. Anna escapes, carrying only a small sack with bread, salt fish-and the book. Outside the city walls, Anna meets Omeir, a village boy who was conscripted, along with his beloved pair of oxen, to fight in the Sultan's conquest. His oxen have died; he has deserted. In Lakeport, Idaho, in 2020, Seymour, a young activist bent on saving the earth, sits in the public library with two homemade bombs in pressure cookers-another siege. Upstairs, eighty-five-year old Zeno, a former prisoner-of-war, and an amateur translator, rehearses five children in a play adaptation of Aethon's adventures. On an interstellar ark called The Argos, Konstance is alone in a vault with sacks of Nourish powder and access to all the information in the world-or so she is told. She knows Aethon's story through her father, who has sequestered her to protect her. Konstance, encased on a spaceship decades from now, has never lived on our beloved Earth. Alone in a vault with sacks of Nourish powder and access to "all the information in the world," she knows Aethon's storythrough her father. Like Marie-Laure and Werner in All the Light We Cannot See, Konstance, Anna, Omeir, Seymour, the young Zeno, the children in the library are dreamers and misfits on the cusp of adulthood in a world the grown-ups have broken. They through their own resilience and resourcefulness, and through story. Dedicated to "the librarians then, now, and in the years to come," Anthony Doerr's Cloud Cuckoo Land is about the power of story and the astonishing survival of the physical book when for thousands of years they were so rare and so feared, dying, as one character says, "in fires or floods or in the mouths of worms or at the whims of tyrants." It is a hauntingly beautiful and redemptive novel about stewardship-of the book, of the Earth, of the human heart"--	https://durhamcounty.bibliocommons.com/item/show/885369169
From Scratch	Locke, Tembi, 1970-	4.0	229	A poignant and transporting cross-cultural love story set against the lush backdrop of the Sicilian countryside, where one woman discovers the healing powers of food and family in her darkest hour. It was love at first sight when Tembi met professional chef, Saro, on a street in Florence. There was just one problem: Saro's traditional Sicilian family did not approve of him marrying a black American woman, an actress no less. However, the couple, heartbroken but undeterred, forges on. They build a happy life in Los Angeles, with fulfilling careers, deep friendships and the love of their lives: a baby girl they adopt at birth. Eventually, they reconcile with Saro's family just as he faces a formidable cancer that will consume all their dreams. From Scratch chronicles three summers Tembi spends in Sicily with her daughter, Zoela, as she begins to piece together a life without her husband in his tiny hometown hamlet of farmers. Where once Tembi was estranged from Saro's family and his origins, now she finds solace and nourishment--literally and spiritually--at her mother in law's table. In the Sicilian countryside, she discovers the healing gifts of simple fresh food, the embrace of a close knit community, and timeless traditions and wisdom that light a path forward. All along the way she reflects on her and Saro's incredible romance--an indelible love story that leaps off the pages. In Sicily, it is said that every story begins with a marriage or a death--in Tembi Locke's case, it is both. Her story is about loss, but it's really about love found. Her story is about travel, but it's really about finding a home. It is about food, but it's really about chasing flavor as an act of remembrance. From Scratch is for anyone who has dared to reach for big love, fought for what mattered most, and needed a powerful reminder that life is...delicious.	https://durhamcounty.bibliocommons.com/item/show/798842169
The Tools	Stutz, Phil	4.0	75	Presents a new outlook on therapy that utilizes a new set of "tools" that allow patients to use their problems as levers to access the power of the unconscious, allowing for personal growth much faster than traditional therapy.	https://durhamcounty.bibliocommons.com/item/show/559724169
The Secret History	Tartt, Donna	3.9	1143	Richard Papen had never been to New England before his nineteenth year. Then he arrived at Hampeden College and quickly became seduced by the sweet, dark rhythms of campus life -- in particular by an elite group of five students, Greek scholars, worldly, self-assured, and at first glance, highly unapproachable.	https://durhamcounty.bibliocommons.com/item/show/598081169
Georgie, All Along	Clayborn, Kate	0.0	0	"Longtime personal assistant Georgie Mulcahy has made a career out of putting others before herself. When an unexpected upheaval sends her away from her hectic job in L.A. and back to her hometown, Georgie must confront an uncomfortable truth...But then Georgie comes across a forgotten artifact--a 'friendfic' diary she wrote as a teenager...a guidebook for getting started on a new path. Georgie's plans hit a snag when she comes face to face with an unexpected roommate...But this quiet, grouchy man is more than just his reputation, and he offers to help Georgie with her quest. As the two make their way through her wishlist, Georgie begins to realize that what she truly wants might not be in the pages of her diary after all"--	https://durhamcounty.bibliocommons.com/item/show/921754169
Secretly Yours	Bailey, Tessa	0.0	0	"Hallie Welch fell hard for Julian Vos at fourteen, after they almost kissed in the dark vineyards of his family's winery. Now the prodigal hottie has returned to their small Napa town. When Hallie is hired to revamp the gardens on the Vos estate, she wonders if she'll finally get that smooch. But the grumpy professor isn't the teenager she remembers and their polar opposite personalities clash spectacularly. One wine-fueled girls' night later, Hallie can't shake the sense that she did something reckless--and then she remembers the drunken secret admirer letter she left for Julian. Oh shit. On sabbatical from his ivy league job, Julian plans write a novel. But having Hallie gardening right outside his window is the ultimate distraction. She's eccentric, chronically late, often literally covered in dirt--and so unbelievably beautiful, he can't focus on anything else. Until he finds an anonymous letter sent by a woman from his past. Even as Julian wonders about this admirer, he's sucked further into Hallie's orbit. Like the flowers she plants all over town, Hallie is a burst of color in Julian's grey-scale life. For a man who irons his socks and runs on tight schedules, her sunny chaotic energy makes zero sense. But there's something so familiar about her... and her very presence is turning his world upside down."--	https://durhamcounty.bibliocommons.com/item/show/922858169
Sea of Tranquility	Mandel, Emily St. John, 1979-	4.0	743	"The award-winning, best-selling author of Station Eleven and The Glass Hotel returns with a novel of art, time, love, and plague that takes the reader from an island off Vancouver in 1912 to a dark colony of the moon three hundred years later, unfurling a story of humanity across centuries and planets"--	https://durhamcounty.bibliocommons.com/item/show/902107169
Going Rogue	Evanovich, Janet	4.1	208	Monday mornings aren't supposed to be fun, but they should be predictable. However, on this particular Monday, Stephanie Plum knows that something is amiss when she turns up for work at Vinnie's Bail Bonds to find that longtime office manager Connie Rosolli, who is as reliable as the tides in Atlantic City, hasn't shown up. Stephanie's worst fears are confirmed when she gets a call from Connie's abductor. He says he will only release her in exchange for a mysterious coin that a recently murdered man left as collateral for his bail. Unfortunately, this coin, which should be in the office--just like Connie--is nowhere to be found. The quest to discover the coin, learn its value, and save Connie will require the help of Stephanie's Grandma Mazur, her best pal Lula, her boyfriend Morelli, and hunky security expert Ranger. As they get closer to unraveling the reasons behind Connie's kidnapping, Connie's captor grows more threatening and soon Stephanie has no choice but to throw caution to the wind, follow her instincts, and go rogue.	https://durhamcounty.bibliocommons.com/item/show/921843169
Memphis	Stringfellow, Tara M.	4.1	112	"In the summer of 1995, ten-year-old Joan, her mother, and her younger sister flee her father's violence to the only place they have left: her mother's ancestral home in Memphis. Half a century ago, Joan's grandfather built this majestic house for her grandmother--only to be lynched, days after becoming the first Black detective in Memphis, by his all-white police squad. This wasn't the first time violence altered the course of Joan's family's trajectory, and given who lives inside this house now, she knows it won't be the last. When her aunt opens the door, Joan sees the cousin who once brutally assaulted her. Over the next few years, she is determined not just to survive, but to find something to dream for. Longing to become an artist, she pours her rage and grief into sketching portraits of the women in her life--including old Miss Dawn from down the street, who seems to know something about curses"--	https://durhamcounty.bibliocommons.com/item/show/902103169
Shrines of Gaiety	Atkinson, Kate	3.8	192	"The #1 national bestselling, award-winning author of Life after Life transports us to the dazzling London of the Roaring Twenties in a whirlwind tale of corruption, seduction, and debts that have come due. 1926, and in a country still recovering from the Great War, London has become the focus for a delirious new nightlife. In the clubs of Soho, peers of the realm rub shoulders with starlets, foreign dignitaries with gangsters, and girls sell dances for a shilling a time. The notorious queen of this glittering world is Nellie Coker, ruthless but also ambitious to advance her six children, including the enigmatic eldest, Niven, whose character has been forged in the crucible of the Somme. But success breeds enemies, and Nellie's empire faces threats from without and within. For beneath the dazzle of Soho's gaiety, there is a dark underbelly, a world in which it is all too easy to become lost. With her unique Dickensian flair, Kate Atkinson gives us a window in a vanished world. Slyly funny, brilliantly observant, and ingeniously plotted, Shrines of Gaiety showcases the myriad talents that have made Atkinson one of the most lauded writers of our time"--	https://durhamcounty.bibliocommons.com/item/show/908591169
Long Shadows	Baldacci, David	0.0	0	When Amos Decker is called to South Florida to investigate a double homicide, the case appears straightforward: A federal judge and her bodyguard have been found dead, the judge's face sporting a blindfold with two eye holes crudely cut out, a clear sign that she'd made one too many enemies over her years on the bench. What at first seems cut and dry is anything but: Not only did the judge have more enemies than Decker can count--from violent gang members, drug dealers, and smugglers to a resentful ex-husband--but the bodyguard presents additional conundrums that muddy the waters even further. Who was the real target in this vicious attack? Meanwhile, Decker must contend with a series of unsettling changes, including a new partner--Special Agent Frederica "Freddie" White--nd a devastating event that brings Decker's own tragic past back to the present...and forces him to reckon with his future. As potential witnesses start disappearing, Decker and White are inexorably pulled down a twisted tunnel of secrets, crimes, and scandal--at the end of which lies Decker's deadliest threat yet.	https://durhamcounty.bibliocommons.com/item/show/909910169
People We Meet on Vacation	Henry, Emily	4.0	11	What happens when best friends with nothing in common come together, fall apart, and fall in love? The Vacationers meets When Harry Met Sally..., from the author of Beach Read When Poppy met Alex, there was no spark, no chemistry, and no reason to think they'd ever talk again. Alex is quiet, studious, and destined for a future in academia. Poppy is a wild child who only came to U of Chicago to escape small-town life. But after sharing a ride home for the summer, the two form a surprising friendship. After all, who better to confide in than someone you could never, ever date? Over the years, Alex and Poppy's lives take them in different directions, but every summer the two find their way back to each other for a magical weeklong vacation. Until one trip goes awry, and in the fallout, they lose touch. Now, two years later, Poppy's in a rut. Her dream job, her relationships, her life--none of it is making her happy. In fact, the last time she remembers feeling truly happy was on that final, ill-fated Summer Trip. The answer to all her problems is obvious: She needs one last vacation to win back her best friend. As a hilariously disastrous week unfolds and tensions rise, Poppy and Alex are forced to confront what drove them apart--and decide what they're willing to risk for the chance to be together.	https://durhamcounty.bibliocommons.com/item/show/878321169
A Psalm for the Wild-built	Chambers, Becky,	4.35	394	"In A Psalm for the Wild-Built, Hugo Award-winner Becky Chambers's delightful new Monk & Robot series gives us hope for the future. It's been centuries since the robots of Panga gained self-awareness and laid down their tools; centuries since they wandered, en masse, into the wilderness, never to be seen again; centuries since they faded into myth and urban legend. One day, the life of a tea monk is upended by the arrival of a robot, there to honor the old promise of checking in. The robot cannot go back until the question of "what do people need?" is answered. But the answer to that question depends on who you ask, and how. They're going to need to ask it a lot. Becky Chambers's new series asks: in a world where people have what they want, does having more matter?"--	https://durhamcounty.bibliocommons.com/item/show/884582169
The Vanishing Half	Bennett, Brit,	4.0	23	"The Vignes twin sisters will always be identical. But after growing up together in a small, southern black community and running away at age sixteen, it's not just the shape of their daily lives that is different as adults, it's everything: their families, their communities, their racial identities. Ten years later, one sister lives with her black daughter in the same southern town she once tried to escape. The other secretly passes for white, and her white husband knows nothing of her past. Still, even separated by so many miles and just as many lies, the fates of the twins remain intertwined. What will happen to the next generation, when their own daughters' storylines intersect? Weaving together multiple strands and generations of this family, from the Deep South to California, from the 1950s to the 1990s, Brit Bennett produces a story that is at once a riveting, emotional family story and a brilliant exploration of the American history of passing. Looking well beyond issues of race, The Vanishing Half considers the lasting influence of the past as it shapes a person's decisions, desires, and expectations, and explores some of the multiple reasons and realms in which people sometimes feel pulled to live as something other than their origins. As with her New York Times-bestselling debut The Mothers, Brit Bennett offers an engrossing page-turner about family and relationships that is immersive and provocative, compassionate and wise"--	https://durhamcounty.bibliocommons.com/item/show/825172169
A Court of Wings and Ruin	Maas, Sarah J.	4.45	1126	Feyre returns to the Spring Court on a reconaissance mission about the invading king. As a spy, the future of the entire kingdom may rely on her ability to play her part perfectly, and her decisions about who to trust and which allies are best will decide the outcome of the coming war.	https://durhamcounty.bibliocommons.com/item/show/733927169
Burner	Greaney, Mark	0.0	0	"In the latest thrilling novel in the #1 New York Times bestselling Gray Man series, Court Gentry is sent on a mission by a person he doesn't trust to snatch a target he can't stand from the clutches of Russian assassins he can't defeat...and those are the upsides of the job. Alex Velesky is in a world of trouble. He has the key that can unlock the truth behind a web of illicit payments the Russians have spread around the globe. The money is used to subvert governments, pay off politicians and bankroll terrorist groups--among other things. Incredibly powerful forces will do anything to keep this particular secret from getting out. But the only man who can put the information together and get it out to the world is 4000 miles away in New York City. There's no way a Swiss banker like Velesky can hope to stay ahead of the killers on his trail that long. Lucky for him, he's got an ace up his sleeve. Zoya Zakharova, former Russian intelligence officer, former CIA agent and the Gray Man's current lover is determined to get the information and its courier safely to its destination. What she doesn't know is that there is one particularly dangerous force standing in her path--Court Gentry. In the past, he and Zoya have always worked together, but even two people who have spent their lives in the shadows can lose themselves in the dark"--	https://durhamcounty.bibliocommons.com/item/show/922840169
Things We Hide From the Light	Score, Lucy,	0.0	0	"Welcome back to Knockemout, Virginia, where the heroes are broody, the heroines are sassy, and everyone's got a secret. Nash Morgan was always known as the good Morgan brother, with a smile and a wink for everyone. But now, this chief of police is recovering from being shot and his Southern charm has been overshadowed by panic attacks and nightmares. He feels like a broody shell of the man he once was. Nash isn't about to let anyone in his life know he's struggling. But his new next-door neighbor, smart and sexy Lina, sees his shadows. As a rule, she's not a fan of physical contact unless she initiates it, but for some reason Nash's touch is different. He feels it too. The physical connection between them is incendiary, grounding him and making her wonder if exploring it is worth the risk. Too bad Lina's got secrets of her own, and if Nash finds out the real reason she's in town, he'll never forgive her. Besides, she doesn't do relationships. Ever. A hot, short-term fling with a local cop? Absolutely. Sign her up. A relationship with a man who expects her to plant roots? No freaking way. Once she gets what she's after, she has no intention of sticking around. But Knockemout has a way of getting under people's skin. And once Nash decides to make Lina his, he's not about to be dissuaded...even if it means facing the danger that nearly killed him"--	https://durhamcounty.bibliocommons.com/item/show/923641169
Awe	Keltner, Dacher	2.75	2	"From a foremost expert on the science of emotions and consultant to Pixars Inside Out comes a groundbreaking and essential exploration into the history, science and greater understanding of awe"--	https://durhamcounty.bibliocommons.com/item/show/923305169
Birnam Wood	Catton, Eleanor, 1985-	0.0	0	"The Booker-winning author of The Luminaries delivers a gripping thriller of high drama and kaleidoscopic insight into what drives us to survive"--	https://durhamcounty.bibliocommons.com/item/show/923934169
