Title,Location,Authors,Summary,Published,Language,System Details,Notes,Description,Description Details,Genre,OCLC,Other Identifiers,System ID,abbreviated_summary,extractive_summary
Coercive brain-reading in criminal justice : an analysis of European human rights law - Duke University Libraries Catalog,,"Ligthart, Sjors, 1993-","Emerging neurotechnology offers increasingly individualised brain information, enabling researchers to identify mental states and content. When accurate and valid, these brain-reading technologies also provide data that could be useful in criminal legal procedures, such as memory detection with EEG and the prediction of recidivism with fMRI. Yet, unlike in medicine, individuals involved in criminal cases will often be reluctant to undergo brain-reading procedures. This raises the question of whether coercive brain-reading could be permissible in criminal law. Coercive Brain-Reading in Criminal Justice examines this question in view of European human rights: the prohibition of ill-treatment, the right to privacy, freedom of thought, freedom of expression, and the privilege against self-incrimination. The book argues that, at present, the established framework of human rights does not exclude coercive brain-reading. It does, however, delimit the permissible use of forensic brain-reading without valid consent. This cautionary, cutting-edge book lays a crucial foundation for understanding the future of criminal legal proceedings in a world of ever-advancing neurotechnology.","Cambridge, United Kingdom ; New York, NY : Cambridge University Press, 2023.",English,,Description based on print version record.Includes bibliographical references and index.,1 online resource (pages cm.),File type: text file,Electronic books,,LCCN: 2022020682,010676590,"Coercive Brain-Reading in Criminal Justice examines this question in view of European human rights. The book argues that, at present, the established framework of human rights does not exclude coercive brain-reading. It does, however, delimit the permissible use of forensic brain-read without valid consent. This cautionary, cutting-edge book lays a crucial foundation for understanding the future of criminal legal proceedings in a world of ever-advancing neurotechnology. It argues that at present it does not excludes coercive brain reading without consent.","When accurate and valid, these brain-reading technologies also provide data that could be useful in criminal legal procedures, such as memory detection with EEG and the prediction of recidivism with fMRI. This raises the question of whether coercive brain-reading could be permissible in criminal law. Yet, unlike in medicine, individuals involved in criminal cases will often be reluctant to undergo brain-reading procedures. This cautionary, cutting-edge book lays a crucial foundation for understanding the future of criminal legal proceedings in a world of ever-advancing neurotechnology. It does, however, delimit the permissible use of forensic brain-reading without valid consent."
Coercive control and the criminal law - Duke University Libraries Catalog,,"Wiener, Cassandra","""This book considers how a phenomenon as complex as coercive control can be criminalised. The recognition and ensuing criminalisation of coercive control in the UK and Ireland has been the focus of considerable international attention. It has generated complex questions about the ""best"" way to criminalise domestic abuse. This work reviews recent domestic abuse criminal law reform in the UK and Ireland. In particular, it defines coercive control, and explains why using traditional criminal law approaches to prosecute it does not work. Laws passed in England and Wales versus Scotland represent two different approaches to translating coercive control into a criminal offence. This volume explains how and why the jurisdictions have taken different approaches and examines the advantages and disadvantages of each. As jurisdictions around the world review what steps need to be taken to improve national criminal justice responses to domestic abuse, the question of what works, and why, at the intersection of domestic abuse and the criminal law has never been more important. As such, the book will be a vital resource for lawyers, policy makers and activists with an interest in domestic abuse law reform"" --Provided by publisher.","Abingdon, Oxon ; New York, NY : Routledge, 2023.",English,,Description based on print version record.Includes bibliographical references and index.,1 online resource (pages cm),File type: text file,,,LCCN: 2022036801,010800436,"The recognition and ensuing criminalisation of coercive control in the UK and Ireland has been the focus of considerable international attention. This volume explains how and why the jurisdictions have taken different approaches to translating coercive control into a criminal offence. As jurisdictions around the world review what steps need to be taken to improve national criminal justice responses to domestic abuse, the question of what works at the intersection of domestic abuse and the criminal law has never been more important. As such, the book will be a vital resource for lawyers, policy makers and activists with an interest in domestic abuse law reform""","The recognition and ensuing criminalisation of coercive control in the UK and Ireland has been the focus of considerable international attention. This work reviews recent domestic abuse criminal law reform in the UK and Ireland. In particular, it defines coercive control, and explains why using traditional criminal law approaches to prosecute it does not work. Laws passed in England and Wales versus Scotland represent two different approaches to translating coercive control into a criminal offence. As such, the book will be a vital resource for lawyers, policy makers and activists with an interest in domestic abuse law reform"" --Provided by publisher."
Cognitive science : an introduction to the science of the mind - Duke University Libraries Catalog,,"Bermúdez, José Luis","The fourth edition of this popular text has been significantly rewritten to make it more accessible to students and easier for instructors to use. It remains distinctive in presenting a unified narrative of cognitive science as a field of inquiry in its own right. Thematically organized, Cognitive Science underscores the problems and solutions of cognitive science rather than more narrowly examining individually the subjects that contribute to it - psychology, neuroscience, linguistics, and so on. The generous use of examples, illustrations, and applications demonstrates how theory and experiment can be applied to unlock the mysteries of the human mind. Drawing upon cutting-edge research, the text has been updated and enhanced with a new chapter on emotions and the emerging field of affective science. An extensive online set of resources is available to aid both instructors and students.","Cambridge, United Kingdom ; New York, NY : Cambridge University Press, 2023.©2023",English,,Includes bibliographical references and index.,"xxiv, 385 pages : illustrations (some color) ; 29 cm",,,1329431632.0,LCCN: 2022023321,010725334,"The fourth edition of Cognitive Science has been significantly rewritten to make it more accessible to students and easier for instructors to use. The generous use of examples, illustrations, and applications demonstrates how theory and experiment can be applied to unlock the mysteries of the human mind. An extensive online set of resources is available to aid both instructors and students. Drawing upon cutting-edge research, the text has been updated and enhanced with a new chapter on emotions and the emerging field of affective science. The book is available in the Duke University Libraries Catalog.","It remains distinctive in presenting a unified narrative of cognitive science as a field of inquiry in its own right. Thematically organized, Cognitive Science underscores the problems and solutions of cognitive science rather than more narrowly examining individually the subjects that contribute to it - psychology, neuroscience, linguistics, and so on. Drawing upon cutting-edge research, the text has been updated and enhanced with a new chapter on emotions and the emerging field of affective science. An extensive online set of resources is available to aid both instructors and students. The generous use of examples, illustrations, and applications demonstrates how theory and experiment can be applied to unlock the mysteries of the human mind."
The cognitive science of belief : a multidisciplinary approach - Duke University Libraries Catalog,,"Musolino, Julien","Beliefs play a central role in our lives. They lie at the heart of what makes us human, they shape the organization and functioning of our minds, they define the boundaries of our culture, and they guide our motivation and behavior. Given their central importance, researchers across a number of disciplines have studied beliefs, leading to results and literatures that do not always interact. The Cognitive Science of Belief aims to integrate these disconnected lines of research to start a broader dialogue on the nature, role, and consequences of beliefs. It tackles timeless questions, as well as applications of beliefs that speak to current social issues. This multidisciplinary approach to beliefs will benefit graduate students and researchers in cognitive science, psychology, philosophy, political science, economics, and religious studies.","Cambridge, United Kingdom ; New York, NY : Cambridge University Press, 2023.©2023",English,,Includes bibliographical references and index.,"1 online resource ( xi, 614 pages) : illustrations, map.",Color characteristics: polychromeFile type: text file,,,LCCN: 2022041487,010744179,"The Cognitive Science of Belief aims to start a broader dialogue on the nature, role, and consequences of beliefs. It tackles timeless questions, as well as applications of beliefs that speak to current social issues. This multidisciplinary approach to beliefs will benefit graduate students and researchers in cognitive science, psychology, philosophy, political science, economics, and religious studies. The cognitive science of belief aims to integrate these disconnected lines of research to begin a dialogue about the nature and role of beliefs in our lives.","They lie at the heart of what makes us human, they shape the organization and functioning of our minds, they define the boundaries of our culture, and they guide our motivation and behavior. This multidisciplinary approach to beliefs will benefit graduate students and researchers in cognitive science, psychology, philosophy, political science, economics, and religious studies. It tackles timeless questions, as well as applications of beliefs that speak to current social issues. The Cognitive Science of Belief aims to integrate these disconnected lines of research to start a broader dialogue on the nature, role, and consequences of beliefs. Given their central importance, researchers across a number of disciplines have studied beliefs, leading to results and literatures that do not always interact."
Cognizance of Schizophrenia : A Profound Insight into the Psyche - Duke University Libraries Catalog,,"Chatterjee, Indranath","This book provides the reader with a thorough understanding of schizophrenia as a complex brain disorder by explaining the various aspects investigated for its cognizance from epigenetics to chemistry and physics to computational approaches. The book covers the key notions of schizophrenia from a variety of facets such as neurogenetics, neurochemistry, neuropharmacology, neurobiology, psychotherapy, psychiatric treatment, cognitive studies, behavioral and societal studies, and computational neurosciences. Individual chapters are focused on crucial topics such as cognitive-behavioral therapy, brain functioning, computational neuroscience, neuro-imaging, and many more. This book explains each section and chapter with utmost clarity to maintain comprehensiveness for every kind of reader. This book covers various classical as well as recent topics from basic to advance level knowledge regarding schizophrenia. The book's contributions regarding its inclusivity of topics, comprehensiveness of language, diversity in knowledge, and focus on the subject will attract all kinds of readers. It can be considered a single comprehensive handy reference book for beginners, including medical students, neuroscientists, researchers, clinicians, and medical practitioners. Cognizance of Schizophrenia will be an invaluable asset for all who are involved in neuroscience research or clinical studies.","[Place of publication not identified] : Springer Nature Singapore, 2023.",,,Title from content provider.,1 online resource,,,,,010853899,"This book provides the reader with a thorough understanding of schizophrenia as a complex brain disorder. Individual chapters are focused on crucial topics such as cognitive-behavioral therapy, brain functioning, computational neuroscience, neuro-imaging, and many more. This book explains each section and chapter with utmost clarity to maintain comprehensiveness for every kind of reader. It can be considered a single comprehensive handy reference book for beginners, including medical students, neuroscientists, researchers, clinicians, and medical practitioners. It will be an invaluable asset for all who are involved in neuroscience research or clinical studies.","The book covers the key notions of schizophrenia from a variety of facets such as neurogenetics, neurochemistry, neuropharmacology, neurobiology, psychotherapy, psychiatric treatment, cognitive studies, behavioral and societal studies, and computational neurosciences. Individual chapters are focused on crucial topics such as cognitive-behavioral therapy, brain functioning, computational neuroscience, neuro-imaging, and many more. This book covers various classical as well as recent topics from basic to advance level knowledge regarding schizophrenia. The book's contributions regarding its inclusivity of topics, comprehensiveness of language, diversity in knowledge, and focus on the subject will attract all kinds of readers. Cognizance of Schizophrenia will be an invaluable asset for all who are involved in neuroscience research or clinical studies."
Coherent Optical Wireless Communication Principle and Application - Duke University Libraries Catalog,,Ke,"This book presents the key technologies of coherent optical wireless communication, covers topics such as beam coupling, signal optical polarization control and distorted wavefront correction. It discusses the principle of coherent optical communication and heterodyne detection conditions. In this book, the array coupling receiving technology and large aperture coupling technology are introduced to realize the spatial optical fiber coupling; simulated annealing algorithm, particle swarm optimization algorithm and SPO algorithm are used to control the polarization state of the signal beam; and the correction of distorted wavefront of the signal beam by adaptive optics technology and wavefront sensorless adaptive optics technology are analyzed, and the influence of beam mode on coherent detection performance is elaborated. Both theoretical deduction and experimental results are included in this book, which can help readers further understand the theoretical knowledge.","[Place of publication not identified] : Springer, 2023.",,,Title from content provider.,1 online resource,,,,,010729383,"This book presents the key technologies of coherent optical wireless communication. It covers topics such as beam coupling, signal optical polarization control and distorted wavefront correction. The influence of beam mode on coherent detection performance is elaborated. Both theoretical deduction and experimental results are included in this book, which can help readers further understand the theoretical knowledge. The book is published by Duke University Libraries at the University of North Carolina, North Carolina and Texas Tech Tech Center of the Americas, Texas, Texas and Texas universities of Texas.","It discusses the principle of coherent optical communication and heterodyne detection conditions. Both theoretical deduction and experimental results are included in this book, which can help readers further understand the theoretical knowledge. In this book, the array coupling receiving technology and large aperture coupling technology are introduced to realize the spatial optical fiber coupling; simulated annealing algorithm, particle swarm optimization algorithm and SPO algorithm are used to control the polarization state of the signal beam; and the correction of distorted wavefront of the signal beam by adaptive optics technology and wavefront sensorless adaptive optics technology are analyzed, and the influence of beam mode on coherent detection performance is elaborated. Coherent Optical Wireless Communication Principle and Application - Duke University Libraries Catalog This book presents the key technologies of coherent optical wireless communication, covers topics such as beam coupling, signal optical polarization control and distorted wavefront correction."
Cold Chain Management - Duke University Libraries Catalog,,"Aung, Myo Min","This text helps readers to build a solid understanding of the key concepts in the management and operation of supply chains involving chilling, refrigeration or freezing. Emphasis is placed on environmental-particularly temperature-control as important in avoiding irreversible damage to product quality and safety and the resulting loss of profit and consumer confidence. The authors explain the important issues arising within the supply chain of perishable goods from production to consumption: topics that include planning and design, instrumentation and methods of implementation, and process monitoring and control. Reminding the student that cold supply chains are essential for the supply of products more various than foods, product-specific studies and examples are included for handling bananas and vaccines. The importance of product traceability and automation are highlighted. Cold Chain Management is a self-contained guide for graduate and final-year undergraduate students specializing in the study of supply chains, and their instructors. Researchers interested in logistics will find this book instructive when they wish to consider the particular problems associated with cold chains and anyone looking to begin a business in which refrigeration or freezing will be necessary will be well-served by reading this text.","Cham : Springer International Publishing : Imprint: Springer, 2023.",English,,,"1 online resource (XXV, 163 p. 57 illus., 53 illus. in color.) online resource.",File type: text fileFile format: PDF,,,DOI: 10.1007/978-3-031-09567-2,010853900,"Cold Chain Management is a self-contained guide for graduate and final-year undergraduate students specializing in the study of supply chains. Emphasis is placed on environmental-particularly temperature-control as important in avoiding irreversible damage to product quality and safety and the resulting loss of profit and consumer confidence. The authors explain the important issues arising within the supply chain of perishable goods from production to consumption: topics that include planning and design, instrumentation and methods of implementation, and process monitoring and control. The importance of product traceability and automation are highlighted.","Emphasis is placed on environmental-particularly temperature-control as important in avoiding irreversible damage to product quality and safety and the resulting loss of profit and consumer confidence. The authors explain the important issues arising within the supply chain of perishable goods from production to consumption: topics that include planning and design, instrumentation and methods of implementation, and process monitoring and control. The importance of product traceability and automation are highlighted. Reminding the student that cold supply chains are essential for the supply of products more various than foods, product-specific studies and examples are included for handling bananas and vaccines. Researchers interested in logistics will find this book instructive when they wish to consider the particular problems associated with cold chains and anyone looking to begin a business in which refrigeration or freezing will be necessary will be well-served by reading this text."
Cold war camera - Duke University Libraries Catalog,,"Phu, Thy, 1975-","""Cold War Camera explores the visual mediation of the Cold War and illuminates photography's role in shaping the ways it was prosecuted and experienced. The contributors show how the camera stretched the parameters of the Cold War beyond dominant East/West and US/USSR binaries and highlight the significance of photography from across the global South. Among other topics, the contributors examine the production and circulation of the iconic figure of the ""revolutionary Vietnamese woman"" in the 1960s and 1970s, photographs connected with the coming of independence and decolonization in West Africa, family photograph archives in China and travel snapshots by Soviet citizens, photographs of apartheid in South Africa, and the circulation of photographs of Inuit Canadians who were relocated to the extreme Arctic in the 1950s. Highlighting the camera's capacity to envision possible decolonialized futures, establish visual affinities and solidarities, and to advance calls for justice to redress violent proxy conflicts, this volume demonstrates that photography was not only crucial to conducting the Cold War, it is central to understanding it. Contributors. Ariella Azoulay, Jennifer Bajorek, Erina Duganne, Evyn LeÌ² Espiritu Gandhi, Eric Gottesman, Tong Lam, Karintha Lowe, AÌ¹ngeles Donoso Macaya, Darren Newbury, Andrea Noble, Sarah Parsons, Gil Pasternak, Thy Phu, Oksana Sarkisova, Olga Shevchenko, Laura Wexler, Guigui Yao, Donya Ziaee, Marta ZieÌ·tkiewicz"" --Provided by publisher.","Durham : Duke University Press, 2023.",English,,Includes bibliographical references and index.,"xvii, 411 pages : illustrations (some color) ; 23 cm",,,1334726727.0,LCCN: 2022007314^^,010786673,"Cold War Camera explores the visual mediation of the Cold War and illuminates photography's role in shaping the ways it was prosecuted and experienced. The contributors examine the production and circulation of the iconic figure of the ""revolutionary Vietnamese woman"" in the 1960s and 1970s. Highlighting the camera's capacity to envision possible decolonialized futures, establish visual affinities and solidarities, and advance calls for justice to redress violent proxy conflicts, this volume demonstrates that photography was not only crucial to conducting Cold War, it is central to understanding it.","The contributors show how the camera stretched the parameters of the Cold War beyond dominant East/West and US/USSR binaries and highlight the significance of photography from across the global South. Ariella Azoulay, Jennifer Bajorek, Erina Duganne, Evyn LeÌ² Espiritu Gandhi, Eric Gottesman, Tong Lam, Karintha Lowe, AÌ¹ngeles Donoso Macaya, Darren Newbury, Andrea Noble, Sarah Parsons, Gil Pasternak, Thy Phu, Oksana Sarkisova, Olga Shevchenko, Laura Wexler, Guigui Yao, Donya Ziaee, Marta ZieÌ·tkiewicz"" --Provided by publisher. Contributors. Highlighting the camera's capacity to envision possible decolonialized futures, establish visual affinities and solidarities, and to advance calls for justice to redress violent proxy conflicts, this volume demonstrates that photography was not only crucial to conducting the Cold War, it is central to understanding it. Among other topics, the contributors examine the production and circulation of the iconic figure of the ""revolutionary Vietnamese woman"" in the 1960s and 1970s, photographs connected with the coming of independence and decolonization in West Africa, family photograph archives in China and travel snapshots by Soviet citizens, photographs of apartheid in South Africa, and the circulation of photographs of Inuit Canadians who were relocated to the extreme Arctic in the 1950s."
Collaborative Fleet Maneuvering for Multiple Autonomous Vehicle Systems - Duke University Libraries Catalog,,"Wang, Yuanzhe","This book presents theoretical foundations and technical implementation guidelines for multi-vehicle fleet maneuvering, which can be implemented by readers and can also be a basis for future research. As a research monograph, this book presents fundamental concepts, theories, and technologies for localization, motion planning, and control of multi-vehicle systems, which can be a reference book for researchers and graduate students from different levels. As a technical guide, this book provides implementation guidelines, pseudocode, and flow diagrams for practitioners to develop their own systems. Readers should have a preliminary knowledge of mobile robotics, state estimation and automatic control to fully understand the contents in this book. To make this book more readable and understandable, extensive experimental results are presented to support each chapter.","Singapore : Springer Nature Singapore : Imprint: Springer, 2023.",English,,,"1 online resource (XIII, 153 p. 45 illus., 38 illus. in color.) online resource.",File type: text fileFile format: PDF,,,DOI: 10.1007/978-981-19-5798-7,010853905,"This book presents theoretical foundations and technical implementation guidelines for multi-vehicle fleet maneuvering. It can be a reference book for researchers and graduate students from different levels. Readers should have a preliminary knowledge of mobile robotics, state estimation and automatic control to fully understand the contents in this book. The book provides implementation guidelines, pseudocode, and flow diagrams for practitioners to develop their own systems. To make this book more readable and understandable, extensive experimental results are presented to support each chapter. To help readers understand the content of this book.","As a research monograph, this book presents fundamental concepts, theories, and technologies for localization, motion planning, and control of multi-vehicle systems, which can be a reference book for researchers and graduate students from different levels. To make this book more readable and understandable, extensive experimental results are presented to support each chapter. Readers should have a preliminary knowledge of mobile robotics, state estimation and automatic control to fully understand the contents in this book. As a technical guide, this book provides implementation guidelines, pseudocode, and flow diagrams for practitioners to develop their own systems. Collaborative Fleet Maneuvering for Multiple Autonomous Vehicle Systems - Duke University Libraries Catalog This book presents theoretical foundations and technical implementation guidelines for multi-vehicle fleet maneuvering, which can be implemented by readers and can also be a basis for future research."
Collaborative Historical Research in the Age of Big Data : Lessons from an Interdisciplinary Project - Duke University Libraries Catalog,,Ahnert,"Living with Machines is the largest digital humanities project ever funded in the UK. The project brought together a team of twenty-three researchers to leverage more than twenty-years' worth of digitisation projects in order to deepen our understanding of the impact of mechanisation on nineteenth-century Britain. In contrast to many previous digital humanities projects which have sought to create resources, the project was concerned to work with what was already there, which whilst straightforward in theory is complex in practice. This Element describes the efforts to do so. It outlines the challenges of establishing and managing a truly multidisciplinary digital humanities project in the complex landscape of cultural data in the UK and share what other projects seeking to undertake digital history projects can learn from the experience. This title is also available as Open Access on Cambridge Core.","[Place of publication not identified] : Cambridge University Press, 2023.",,,Title from content provider.,1 online resource,,,,,010788528,Duke University Libraries Catalog Living with Machines is the largest digital humanities project ever funded in the UK. The project brought together a team of twenty-three researchers to leverage more than twenty-years' worth of digitisation projects in order to deepen our understanding of the impact of mechanisation on nineteenth-century Britain. This Element describes the challenges of establishing and managing a truly multidisciplinary digital. humanities project in the complex landscape of cultural data in the. UK and. share what other projects seeking to undertake digital history projects can learn from the experience.,"The project brought together a team of twenty-three researchers to leverage more than twenty-years' worth of digitisation projects in order to deepen our understanding of the impact of mechanisation on nineteenth-century Britain. It outlines the challenges of establishing and managing a truly multidisciplinary digital humanities project in the complex landscape of cultural data in the UK and share what other projects seeking to undertake digital history projects can learn from the experience. In contrast to many previous digital humanities projects which have sought to create resources, the project was concerned to work with what was already there, which whilst straightforward in theory is complex in practice. This title is also available as Open Access on Cambridge Core. This Element describes the efforts to do so."
COLONIAL TACTICS AND EVERYDAY LIFE : WORKERS OF THE MANCHURIA FILM ASSOCIATION. - Duke University Libraries Catalog,,"MA, YUXIN","Following the Japanese invasion of northeast China in 1931, the occupying authorities established the Manchuria Film Association to promote film production efficiency and serve Japan's propaganda needs. Manchuria Film Association had two tasks: to make ""national policy films"" as part of a cultural mission of educating Chinese in Manchukuo (the puppet state created in 1932) on the special relationship between Japan and the region, and to block the exhibition of Chinese films from Shanghai that contained anti-Japanese messages. The corporation relied on Japanese capital, technology, and film expertise, but it also employed many Chinese filmmakers. After the withdrawal of Japanese forces in 1945, many of these individuals were portrayed as either exploited victims or traitorous collaborators. Yuxin Ma seeks to move the conversation beyond such simplistic and inaccurate depictions.  By focusing on the daily challenges and experiences of the Chinese workers at the corporation, Ma examines how life was actually lived by people navigating between practical and ideological concerns. She illustrates how the inhabitants of Manchukuo navigated social opportunities, economic depression, educational reforms, fascist rule, commercial interests, practical daily needs, and more-and reveals ways in which these conflicting preoccupations sometimes manifested as tension and ambiguity on screen. In the battle between repression and expression, these Chinese actors, directors, writers, and technicians adopted defensive and opportunistic tactics. They did so in colonial spaces, often rejecting modernist representations of Manchukuo in favor of venerating traditional Chinese culture and values. The expertise, skills, and professional networks they developed extended well beyond the occupation into the postwar period, and may individuals reestablished themselves as cinema professionals in the socialist era.",MADISON UNIV OF WISCONSIN PRESS 2023,,,,,,,,,010858650,"Following the Japanese invasion of northeast China in 1931, the occupying authorities established the Manchuria Film Association to promote film production efficiency and serve Japan's propaganda needs. The corporation relied on Japanese capital, technology, and film expertise, but it also employed many Chinese filmmakers. After the withdrawal of Japanese forces in 1945, many of these individuals were portrayed as either exploited victims or traitorous collaborators. Yuxin Ma examines how life was actually lived by people navigating between practical and ideological concerns. She illustrates how the inhabitants of Manchukuo navigated social opportunities, economic depression, educational reforms, fascist rule, commercial interests.","- Duke University Libraries Catalog Following the Japanese invasion of northeast China in 1931, the occupying authorities established the Manchuria Film Association to promote film production efficiency and serve Japan's propaganda needs. Manchuria Film Association had two tasks: to make ""national policy films"" as part of a cultural mission of educating Chinese in Manchukuo (the puppet state created in 1932) on the special relationship between Japan and the region, and to block the exhibition of Chinese films from Shanghai that contained anti-Japanese messages. The corporation relied on Japanese capital, technology, and film expertise, but it also employed many Chinese filmmakers. COLONIAL TACTICS AND EVERYDAY LIFE : WORKERS OF THE MANCHURIA FILM ASSOCIATION. She illustrates how the inhabitants of Manchukuo navigated social opportunities, economic depression, educational reforms, fascist rule, commercial interests, practical daily needs, and more-and reveals ways in which these conflicting preoccupations sometimes manifested as tension and ambiguity on screen."
Combinatorial Image Analysis - Duke University Libraries Catalog,,Barneva,"This book constitutes the refereed proceedings of the 201st International Workshop on Combinatorial Image Analysis, IWCIA 2022, held in Messina, Italy, in July 2022. The 20 full papers presented were carefully reviewed and selected from 24 submissions. The papers are grouped into four sections. The first one consists of one invited talk. The second section contains seven papers devoted to digital geometry and topology. The third part consists of six papers discussing picture languages. The last part, including six papers, is devoted to various applications. We believe that many of these papers would be of interest to a broader audience, including researchers in scientific areas such as computer vision, shape modeling, pattern analysis and recognition, and computer graphics.

      Content provided by Syndetic Solutions, Inc.
      Terms of Use","[Place of publication not identified] : Springer International Publishing, 2023.",,,Title from content provider.,1 online resource,,,,,010853958,"This book constitutes the refereed proceedings of the 201st International Workshop on Combinatorial Image Analysis, IWCIA 2022, held in Messina, Italy, in July 2022. The 20 full papers presented were carefully reviewed and selected from 24 submissions. The papers are grouped into four sections. We believe many of these papers would be of interest to a broader audience, including researchers in scientific areas such as computer vision, shape modeling, pattern analysis and recognition, and computer graphics, including computer graphics.","The 20 full papers presented were carefully reviewed and selected from 24 submissions. The papers are grouped into four sections. The last part, including six papers, is devoted to various applications. The third part consists of six papers discussing picture languages. The second section contains seven papers devoted to digital geometry and topology."
Come to my garden - Duke University Libraries Catalog,,"Proctor, Brittnay L.","Come to My Garden (1970) introduced the world to Minnie Riperton, the solo artist. Minnie captivated listeners with her earth-shattering voice's uncanny ability to evoke melancholy and exultance. Born out of Charles Stepney's masterful composition and Richard Rudolph's attentive songwriting, the album fused a plethora of music genres. A blip in the universe of fusion music that would come to dominate the 1970s, Come to My Garden also featured the work of young bandleaders like Ramsey Lewis and Maurice White, thus bridging the divide between jazz and R&B.  Despite fairly positive reviews of the album, even in its many re-releases, it never garnered critical attention. Minnie Riperton's Come to My Garden by Brittnay L. Proctor uses rare archival ephemera, the multiple re-issues of the album, interviews, cultural history, and personal narrative to outline how the revolutionary album came to be and its lasting impact on popular music of the post-soul era (the late 20th to the early 21st century).","New York, NY : Bloomsbury Academic, Bloomsbury Publishing Inc, 2023.©2023",English,,Includes bibliographical references.,"xiii, 172 pages ; 17 cm.",,Biography,1308409784.0,LCCN: 2022015792British national bibliography: GBC2G3187,010781647,"Come to My Garden (1970) was born out of Charles Stepney's masterful composition and Richard Rudolph's attentive songwriting. The album fused a plethora of music genres. It also featured the work of young bandleaders like Ramsey Lewis and Maurice White. Despite fairly positive reviews of the album, even in its many re-releases, it never garnered critical attention. Brittnay L. Proctor uses rare archival ephemera, the multiple re-issues of the. album, interviews, cultural history, and personal narrative to outline how the revolutionary album came to be.","Minnie captivated listeners with her earth-shattering voice's uncanny ability to evoke melancholy and exultance. Minnie Riperton's Come to My Garden by Brittnay L. Proctor uses rare archival ephemera, the multiple re-issues of the album, interviews, cultural history, and personal narrative to outline how the revolutionary album came to be and its lasting impact on popular music of the post-soul era (the late 20th to the early 21st century). Despite fairly positive reviews of the album, even in its many re-releases, it never garnered critical attention. A blip in the universe of fusion music that would come to dominate the 1970s, Come to My Garden also featured the work of young bandleaders like Ramsey Lewis and Maurice White, thus bridging the divide between jazz and R&B. Born out of Charles Stepney's masterful composition and Richard Rudolph's attentive songwriting, the album fused a plethora of music genres."
The commercial determinants of health - Duke University Libraries Catalog,,"Maani, Nason","An accessible multidisciplinary overview for anyone seeking to understand the commercial determinants of health  Our health is largely shaped by the world around us--by the conditions in which we grow, work, and live. These conditions include the commercial determinants of health, the private sector activities which influence our physical and social environments, our available evidence and solutions, and even our discourse and understanding around key health and social issues.  Until recently, commercial determinants have remained largely absent from our conceptual understanding of the drivers of health. The scale of their potential impact necessitates a multidisciplinary and intersectional approach, but no book has yet explored the commercial impacts on health in their totality.  This pioneering volume sheds light on how commercial determinants shape health directly and indirectly through influencing policy, evidence, and discourse. Featuring original cross-sector research, The Commercial Determinants of Health draws on insights from a wide-ranging group of experts who introduce the commercial determinants of health and describe the proximal and distal pathways through which they affect population health. Each chapter further illustrates the health impact of commercial actors, including through multidisciplinary case studies ranging from tobacco to fossil fuels. Together, these essays seek to integrate new and emerging research across public health, economics, and policy to enrich our understanding and responses to the commercial determinants of health.","New York, NY : Oxford University Press, [2023]",English,,Description based on print version record.Includes bibliographical references and index.,1 online resource (pages cm),File type: text file,,,LCCN: 2022020930,010758866,"The Commercial Determinants of Health is an accessible multidisciplinary overview for anyone seeking to understand the commercial determinants of health. This pioneering volume sheds light on how commercial factors shape health directly and indirectly through influencing policy, evidence, and discourse. Each chapter further illustrates the health impact of commercial actors, including through case studies ranging from tobacco to fossil fuels. Together, these essays seek to integrate new and emerging research across public health, economics, and policy to enrich our understanding and responses to the commercial factors.","These conditions include the commercial determinants of health, the private sector activities which influence our physical and social environments, our available evidence and solutions, and even our discourse and understanding around key health and social issues. This pioneering volume sheds light on how commercial determinants shape health directly and indirectly through influencing policy, evidence, and discourse. Until recently, commercial determinants have remained largely absent from our conceptual understanding of the drivers of health. Featuring original cross-sector research, The Commercial Determinants of Health draws on insights from a wide-ranging group of experts who introduce the commercial determinants of health and describe the proximal and distal pathways through which they affect population health. Together, these essays seek to integrate new and emerging research across public health, economics, and policy to enrich our understanding and responses to the commercial determinants of health."
